Name, Text, Date, Time
"Text","242",25/11/2016,11:12:04
"Text","126",25/11/2016,11:11:36
"Text","127",25/11/2016,11:11:29
"Text","213",25/11/2016,11:11:12
"Text","129",25/11/2016,11:10:33
"Text","212",25/11/2016,11:10:27
"Text","132",25/11/2016,11:10:23
"Text","133",25/11/2016,11:10:15
"Text","134",25/11/2016,11:10:09
"Text","135",25/11/2016,11:09:59
"Text","136",25/11/2016,11:09:39
"Text","103",25/11/2016,11:09:31
"Text","104",25/11/2016,11:09:20
"Text","105",25/11/2016,11:09:08
"Text","106",25/11/2016,11:09:02
"Text","150",25/11/2016,11:08:55
"Text","149",25/11/2016,11:08:34
"Text","148",25/11/2016,11:08:16
"Text","147",25/11/2016,11:08:08
"Text","146",25/11/2016,11:08:03
"Text","236",25/11/2016,11:07:48
"Text","234",25/11/2016,10:46:30
"Text","155",25/11/2016,10:46:22
"Text","156",25/11/2016,10:46:18
"Text","157",25/11/2016,10:46:14
"Text","158",25/11/2016,10:45:54
"Text","145",25/11/2016,10:45:38
"Text","244",25/11/2016,10:45:19
"Text","263",25/11/2016,10:45:07
"Text","262",25/11/2016,10:45:00
"Text","246",25/11/2016,10:44:44
"Text","261",25/11/2016,10:44:32
"Text","265",25/11/2016,10:44:18
"Text","266",25/11/2016,10:44:12
"Text","258",25/11/2016,10:44:09
"Text","253",25/11/2016,10:42:00
"Text","252",25/11/2016,10:41:54
"Text","269",25/11/2016,10:41:29
"Text","270",25/11/2016,10:41:19
"Text","271",25/11/2016,10:41:13
"Text","272",25/11/2016,10:41:07
"Text","273",25/11/2016,10:40:56
"Text","274",25/11/2016,10:40:50
"Text","275",25/11/2016,10:40:44
"Text","276",25/11/2016,10:40:25
"Text","277",25/11/2016,10:40:16
"Text","293",25/11/2016,10:40:12
"Text","278",25/11/2016,10:40:07
"Text","279",25/11/2016,10:39:57
"Text","280",25/11/2016,10:39:54
"Text","281",25/11/2016,10:39:47
"Text","282",25/11/2016,10:39:34
"Text","283",25/11/2016,10:39:30
"Text","284",25/11/2016,10:39:26
"Text","285",25/11/2016,10:39:20
"Text","292",25/11/2016,10:38:58
"Text","293",25/11/2016,10:38:50
"Text","277",25/11/2016,10:38:45
"Text","276",25/11/2016,10:38:28
"Text","275",25/11/2016,10:38:19
"Text","274",25/11/2016,10:38:15
"Text","273",25/11/2016,10:37:47
"Text","272",25/11/2016,10:37:41
"Text","271",25/11/2016,10:37:35
"Text","270",25/11/2016,10:37:30
"Text","269",25/11/2016,10:36:48
"Text","252",25/11/2016,10:36:43
"Text","253",25/11/2016,10:36:38
"Text","258",25/11/2016,10:36:21
"Text","266",25/11/2016,10:36:05
"Text","265",25/11/2016,10:35:59
"Text","264",25/11/2016,10:35:39
"Text","159",25/11/2016,10:35:27
"Text","158",25/11/2016,10:35:14
"Text","157",25/11/2016,10:35:05
"Text","156",25/11/2016,10:34:44
"Text","155",25/11/2016,10:34:35
"Text","154",25/11/2016,10:34:26
"Text","168",25/11/2016,10:34:14
"Text","169",25/11/2016,10:34:03
"Text","170",25/11/2016,10:33:57
"Text","171",25/11/2016,10:33:51
"Text","172",25/11/2016,10:33:33
"Text","064",25/11/2016,10:33:16
