Name, Text, Date, Time
"Text","169",25/11/2016,10:52:04
"Text","170",25/11/2016,10:52:00
"Text","171",25/11/2016,10:51:55
"Text","172",25/11/2016,10:51:50
"Text","064",25/11/2016,10:51:42
"Text","065",25/11/2016,10:51:36
"Text","066",25/11/2016,10:51:30
"Text","067",25/11/2016,10:51:25
"Text","068",25/11/2016,10:51:18
"Text","069",25/11/2016,10:51:11
"Text","070",25/11/2016,10:51:07
"Text","071",25/11/2016,10:51:02
"Text","044",25/11/2016,10:50:57
"Text","043",25/11/2016,10:50:51
"Text","311",25/11/2016,10:50:46
"Text","312",25/11/2016,10:50:39
"Text","313",25/11/2016,10:50:25
"Text","314",25/11/2016,10:50:12
"Text","024",25/11/2016,10:49:52
"Text","190",25/11/2016,10:49:48
"Text","189",25/11/2016,10:49:43
"Text","188",25/11/2016,10:49:38
"Text","187",25/11/2016,10:49:32
"Text","186",25/11/2016,10:49:27
"Text","185",25/11/2016,10:49:22
"Text","184",25/11/2016,10:49:18
"Text","183",25/11/2016,10:49:13
"Text","182",25/11/2016,10:49:08
"Text","181",25/11/2016,10:49:04
"Text","160",25/11/2016,10:48:03
"Text","159",25/11/2016,10:47:57
"Text","263",25/11/2016,10:47:51
"Text","245",25/11/2016,10:47:42
"Text","246",25/11/2016,10:47:36
"Text","261",25/11/2016,10:46:49
"Text","265",25/11/2016,10:46:42
"Text","264",25/11/2016,10:46:33
"Text","159",25/11/2016,10:46:27
"Text","158",25/11/2016,10:46:09
"Text","157",25/11/2016,10:45:55
"Text","156",25/11/2016,10:45:48
"Text","155",25/11/2016,10:45:42
"Text","154",25/11/2016,10:45:34
"Text","231",25/11/2016,10:45:21
"Text","232",25/11/2016,10:45:15
"Text","094",25/11/2016,10:45:10
"Text","096",25/11/2016,10:45:03
"Text","201",25/11/2016,10:44:50
