Name, Text, Date, Time
"Text","225",27/11/2016,09:49:39
"Text","100",27/11/2016,09:49:20
"Text","103",27/11/2016,09:49:06
"Text","104",27/11/2016,09:49:01
"Text","105",27/11/2016,09:48:53
"Text","106",27/11/2016,09:48:49
"Text","151",27/11/2016,09:48:44
"Text","152",27/11/2016,09:48:37
"Text","153",27/11/2016,09:48:29
"Text","155",27/11/2016,09:48:19
"Text","156",27/11/2016,09:48:13
"Text","157",27/11/2016,09:48:09
"Text","158",27/11/2016,09:48:05
"Text","159",27/11/2016,09:47:59
"Text","264",27/11/2016,09:47:55
"Text","265",27/11/2016,09:47:46
"Text","266",27/11/2016,09:47:42
"Text","258",27/11/2016,09:47:36
"Text","266",27/11/2016,09:47:31
"Text","265",27/11/2016,09:47:27
"Text","264",27/11/2016,09:47:22
"Text","159",27/11/2016,09:47:09
"Text","158",27/11/2016,09:46:59
"Text","236",27/11/2016,09:46:53
"Text","146",27/11/2016,09:46:44
"Text","147",27/11/2016,09:46:40
"Text","149",27/11/2016,09:46:36
"Text","150",27/11/2016,09:46:30
"Text","106",27/11/2016,09:46:23
"Text","105",27/11/2016,09:46:08
"Text","104",27/11/2016,09:46:02
"Text","103",27/11/2016,09:45:58
"Text","136",27/11/2016,09:45:53
"Text","135",27/11/2016,09:45:50
"Text","134",27/11/2016,09:45:43
"Text","226",27/11/2016,09:45:39
"Text","225",27/11/2016,09:45:28
"Text","226",27/11/2016,09:45:19
"Text","133",27/11/2016,09:45:11
"Text","134",27/11/2016,09:45:04
"Text","135",27/11/2016,09:44:54
"Text","119",27/11/2016,09:44:39
"Text","110",27/11/2016,09:44:25
"Text","113",27/11/2016,09:44:01
"Text","243",27/11/2016,09:43:51
"Text","118",27/11/2016,09:43:44
"Text","140",27/11/2016,09:43:38
"Text","142",27/11/2016,09:43:31
"Text","143",27/11/2016,09:43:25
"Text","144",27/11/2016,09:43:20
"Text","145",27/11/2016,09:43:13
"Text","244",27/11/2016,09:43:08
"Text","245",27/11/2016,09:43:04
"Text","246",27/11/2016,09:42:54
"Text","248",27/11/2016,09:42:27
"Text","249",27/11/2016,09:42:22
"Text","250",27/11/2016,09:42:17
"Text","251",27/11/2016,09:42:11
"Text","267",27/11/2016,09:42:04
"Text","259",27/11/2016,09:41:59
"Text","261",27/11/2016,09:41:14
"Text","264",27/11/2016,09:41:08
"Text","159",27/11/2016,09:41:03
"Text","160",27/11/2016,09:40:58
"Text","161",27/11/2016,09:40:53
"Text","162",27/11/2016,09:40:47
"Text","163",27/11/2016,09:40:42
"Text","162",27/11/2016,09:40:37
"Text","161",27/11/2016,09:40:31
"Text","160",27/11/2016,09:40:26
"Text","159",27/11/2016,09:40:20
"Text","158",27/11/2016,09:40:13
"Text","157",27/11/2016,09:40:07
"Text","156",27/11/2016,09:40:02
"Text","155",27/11/2016,09:39:54
"Text","154",27/11/2016,09:39:49
"Text","168",27/11/2016,09:39:43
"Text","169",27/11/2016,09:39:35
"Text","170",27/11/2016,09:39:27
"Text","172",27/11/2016,09:39:08
"Text","176",27/11/2016,09:38:58
"Text","175",27/11/2016,09:38:16
"Text","086",27/11/2016,09:38:06
"Text","087",27/11/2016,09:37:59
"Text","088",27/11/2016,09:37:52
"Text","182",27/11/2016,09:37:40
"Text","181",27/11/2016,09:37:35
"Text","197",27/11/2016,09:37:31
"Text","011",27/11/2016,09:37:19
"Text","010",27/11/2016,09:37:13
"Text","009",27/11/2016,09:37:08
