Name, Text, Date, Time
"Text","076",11/25/2016,17:58:25
"Text","067",11/25/2016,17:58:21
"Text","066",11/25/2016,17:58:15
"Text","065",11/25/2016,17:58:10
"Text","064",11/25/2016,17:58:06
"Text","172",11/25/2016,17:57:57
"Text","171",11/25/2016,17:57:54
"Text","170",11/25/2016,17:57:42
"Text","177",11/25/2016,17:57:38
"Text","169",11/25/2016,17:57:33
"Text","168",11/25/2016,17:57:26
"Text","154",11/25/2016,17:57:21
"Text","153",11/25/2016,17:57:17
"Text","154",11/25/2016,17:57:14
"Text","153",11/25/2016,17:57:10
"Text","154",11/25/2016,17:57:07
"Text","230",11/25/2016,17:57:01
"Text","231",11/25/2016,17:56:54
"Text","232",11/25/2016,17:56:45
"Text","094",11/25/2016,17:56:42
"Text","090",11/25/2016,17:56:26
"Text","089",11/25/2016,17:56:17
"Text","088",11/25/2016,17:56:08
"Text","087",11/25/2016,17:56:01
"Text","086",11/25/2016,17:55:50
"Text","175",11/25/2016,17:55:47
"Text","086",11/25/2016,17:55:43
"Text","175",11/25/2016,17:55:31
"Text","086",11/25/2016,17:55:27
"Text","084",11/25/2016,17:55:21
"Text","083",11/25/2016,17:55:13
"Text","082",11/25/2016,17:55:08
"Text","078",11/25/2016,17:54:49
"Text","077",11/25/2016,17:54:45
"Text","081",11/25/2016,17:54:38
"Text","041",11/25/2016,17:54:34
"Text","040",11/25/2016,17:54:30
"Text","042",11/25/2016,17:54:27
"Text","040",11/25/2016,17:54:24
"Text","041",11/25/2016,17:54:20
"Text","040",11/25/2016,17:54:17
"Text","042",11/25/2016,17:54:13
"Text","040",11/25/2016,17:54:10
"Text","042",11/25/2016,17:54:06
"Text","311",11/25/2016,17:53:59
"Text","043",11/25/2016,17:53:53
"Text","044",11/25/2016,17:53:48
"Text","045",11/25/2016,17:53:41
"Text","046",11/25/2016,17:53:37
"Text","047",11/25/2016,17:53:31
"Text","048",11/25/2016,17:53:26
"Text","050",11/25/2016,17:53:20
"Text","051",11/25/2016,17:53:16
"Text","052",11/25/2016,17:53:11
"Text","053",11/25/2016,17:53:06
"Text","054",11/25/2016,17:53:01
"Text","055",11/25/2016,17:52:54
"Text","056",11/25/2016,17:52:51
"Text","055",11/25/2016,17:52:47
"Text","056",11/25/2016,17:52:42
"Text","057",11/25/2016,17:52:36
"Text","164",11/25/2016,17:52:30
"Text","057",11/25/2016,17:52:27
"Text","164",11/25/2016,17:52:19
"Text","164",11/25/2016,17:52:10
"Text","057",11/25/2016,17:52:02
"Text","056",11/25/2016,17:51:53
"Text","055",11/25/2016,17:51:47
"Text","054",11/25/2016,17:51:38
"Text","053",11/25/2016,17:51:32
"Text","052",11/25/2016,17:51:29
"Text","053",11/25/2016,17:51:26
"Text","052",11/25/2016,17:51:22
"Text","053",11/25/2016,17:51:19
"Text","052",11/25/2016,17:51:05
"Text","051",11/25/2016,17:50:59
"Text","050",11/25/2016,17:50:54
"Text","048",11/25/2016,17:50:47
"Text","050",11/25/2016,17:50:44
"Text","048",11/25/2016,17:50:41
"Text","050",11/25/2016,17:50:36
"Text","048",11/25/2016,17:50:32
"Text","047",11/25/2016,17:50:28
"Text","046",11/25/2016,17:50:21
"Text","045",11/25/2016,17:50:16
"Text","044",11/25/2016,17:50:10
"Text","045",11/25/2016,17:50:06
"Text","046",11/25/2016,17:50:03
"Text","045",11/25/2016,17:49:59
"Text","046",11/25/2016,17:49:56
"Text","045",11/25/2016,17:49:53
"Text","044",11/25/2016,17:49:47
"Text","043",11/25/2016,17:49:41
"Text","311",11/25/2016,17:49:29
"Text","042",11/25/2016,17:49:21
"Text","040",11/25/2016,17:49:13
"Text","041",11/25/2016,17:49:10
"Text","040",11/25/2016,17:49:06
"Text","041",11/25/2016,17:49:03
"Text","081",11/25/2016,17:48:59
"Text","041",11/25/2016,17:48:54
"Text","040",11/25/2016,17:48:50
"Text","038",11/25/2016,17:48:40
"Text","039",11/25/2016,17:48:36
"Text","080",11/25/2016,17:48:33
"Text","039",11/25/2016,17:48:29
"Text","039",11/25/2016,17:48:24
"Text","038",11/25/2016,17:48:20
"Text","039",11/25/2016,17:48:17
"Text","080",11/25/2016,17:48:12
"Text","079",11/25/2016,17:48:07
"Text","078",11/25/2016,17:48:01
"Text","077",11/25/2016,17:47:58
"Text","078",11/25/2016,17:47:53
"Text","077",11/25/2016,17:47:47
"Text","067",11/25/2016,17:47:40
"Text","067",11/25/2016,17:47:34
"Text","066",11/25/2016,17:47:27
"Text","065",11/25/2016,17:47:16
"Text","064",11/25/2016,17:47:09
"Text","172",11/25/2016,17:46:59
"Text","171",11/25/2016,17:46:56
"Text","172",11/25/2016,17:46:51
"Text","176",11/25/2016,17:46:40
"Text","172",11/25/2016,17:46:32
"Text","171",11/25/2016,17:46:28
"Text","170",11/25/2016,17:46:21
"Text","177",11/25/2016,17:46:16
"Text","178",11/25/2016,17:46:12
"Text","177",11/25/2016,17:46:05
"Text","170",11/25/2016,17:46:01
"Text","177",11/25/2016,17:45:58
"Text","170",11/25/2016,17:45:52
"Text","169",11/25/2016,17:45:47
"Text","168",11/25/2016,17:45:41
"Text","154",11/25/2016,17:45:36
"Text","153",11/25/2016,17:45:33
"Text","154",11/25/2016,17:45:26
"Text","155",11/25/2016,17:45:17
"Text","234",11/25/2016,17:45:14
"Text","155",11/25/2016,17:45:10
"Text","234",11/25/2016,17:45:07
"Text","156",11/25/2016,17:45:02
"Text","234",11/25/2016,17:44:58
"Text","155",11/25/2016,17:44:55
"Text","156",11/25/2016,17:44:50
"Text","157",11/25/2016,17:44:42
"Text","158",11/25/2016,17:44:38
"Text","263",11/25/2016,17:44:33
"Text","159",11/25/2016,17:44:29
"Text","160",11/25/2016,17:44:25
"Text","159",11/25/2016,17:44:20
"Text","264",11/25/2016,17:44:15
"Text","264",11/25/2016,17:43:33
"Text","265",11/25/2016,17:42:54
"Text","261",11/25/2016,17:42:49
"Text","262",11/25/2016,17:42:46
"Text","264",11/25/2016,17:42:42
"Text","262",11/25/2016,17:42:39
"Text","261",11/25/2016,17:42:36
"Text","262",11/25/2016,17:42:32
"Text","264",11/25/2016,17:42:29
"Text","262",11/25/2016,17:42:25
"Text","264",11/25/2016,17:42:21
"Text","265",11/25/2016,17:42:17
"Text","261",11/25/2016,17:42:12
"Text","265",11/25/2016,17:42:08
"Text","261",11/25/2016,17:42:05
"Text","265",11/25/2016,17:42:00
"Text","266",11/25/2016,17:41:56
"Text","258",11/25/2016,17:41:52
"Text","257",11/25/2016,17:36:33
"Text","256",11/25/2016,17:36:27
"Text","255",11/25/2016,17:36:23
"Text","254",11/25/2016,17:36:17
"Text","258",11/25/2016,17:36:08
"Text","253",11/25/2016,17:36:04
"Text","258",11/25/2016,17:36:00
"Text","253",11/25/2016,17:35:52
"Text","252",11/25/2016,17:35:47
"Text","269",11/25/2016,17:35:37
"Text","270",11/25/2016,17:35:34
"Text","269",11/25/2016,17:35:30
"Text","270",11/25/2016,17:35:24
"Text","271",11/25/2016,17:35:15
"Text","272",11/25/2016,17:35:06
"Text","273",11/25/2016,17:35:02
"Text","274",11/25/2016,17:34:58
"Text","275",11/25/2016,17:34:53
"Text","276",11/25/2016,17:34:48
"Text","306",11/25/2016,17:34:44
"Text","305",11/25/2016,17:34:40
"Text","275",11/25/2016,17:34:37
"Text","305",11/25/2016,17:34:29
"Text","306",11/25/2016,17:34:25
"Text","276",11/25/2016,17:34:22
"Text","275",11/25/2016,17:34:18
"Text","276",11/25/2016,17:34:14
"Text","277",11/25/2016,17:34:09
"Text","278",11/25/2016,17:34:06
"Text","293",11/25/2016,17:34:02
"Text","277",11/25/2016,17:33:59
"Text","293",11/25/2016,17:33:56
"Text","277",11/25/2016,17:33:52
"Text","278",11/25/2016,17:33:49
"Text","277",11/25/2016,17:33:45
"Text","293",11/25/2016,17:33:40
"Text","283",11/25/2016,17:33:01
"Text","284",11/25/2016,17:32:58
"Text","283",11/25/2016,17:32:52
"Text","282",11/25/2016,17:32:47
"Text","281",11/25/2016,17:32:37
"Text","280",11/25/2016,17:32:31
"Text","279",11/25/2016,17:32:27
"Text","278",11/25/2016,17:32:21
"Text","293",11/25/2016,17:32:16
"Text","292",11/25/2016,17:32:12
"Text","293",11/25/2016,17:32:07
"Text","277",11/25/2016,17:32:03
"Text","276",11/25/2016,17:31:56
"Text","306",11/25/2016,17:31:49
"Text","276",11/25/2016,17:31:45
"Text","275",11/25/2016,17:31:41
"Text","276",11/25/2016,17:31:37
"Text","306",11/25/2016,17:31:34
"Text","276",11/25/2016,17:31:30
"Text","275",11/25/2016,17:31:25
"Text","274",11/25/2016,17:31:21
"Text","273",11/25/2016,17:31:16
