"164","164","QR_CODE","1480288056906","28 Nov 2016 10:07:36",""
"057","057","QR_CODE","1480288053509","28 Nov 2016 10:07:33",""
"056","056","QR_CODE","1480288050809","28 Nov 2016 10:07:30",""
"055","055","QR_CODE","1480288047748","28 Nov 2016 10:07:27",""
"054","054","QR_CODE","1480288044639","28 Nov 2016 10:07:24",""
"053","053","QR_CODE","1480288040653","28 Nov 2016 10:07:20",""
"052","052","QR_CODE","1480288038035","28 Nov 2016 10:07:18",""
"051","051","QR_CODE","1480288034887","28 Nov 2016 10:07:14",""
"050","050","QR_CODE","1480288030925","28 Nov 2016 10:07:10",""
"048","048","QR_CODE","1480288028345","28 Nov 2016 10:07:08",""
"047","047","QR_CODE","1480288023748","28 Nov 2016 10:07:03",""
"046","046","QR_CODE","1480288019070","28 Nov 2016 10:06:59",""
"046","046","QR_CODE","1480288017938","28 Nov 2016 10:06:57",""
"045","045","QR_CODE","1480288016084","28 Nov 2016 10:06:56",""
"044","044","QR_CODE","1480288011785","28 Nov 2016 10:06:51",""
"043","043","QR_CODE","1480288008562","28 Nov 2016 10:06:48",""
"311","311","QR_CODE","1480288005055","28 Nov 2016 10:06:45",""
"312","312","QR_CODE","1480288000818","28 Nov 2016 10:06:40",""
"313","313","QR_CODE","1480287995625","28 Nov 2016 10:06:35",""
"314","314","QR_CODE","1480287990150","28 Nov 2016 10:06:30",""
"023","023","QR_CODE","1480287976097","28 Nov 2016 10:06:16",""
"022","022","QR_CODE","1480287972662","28 Nov 2016 10:06:12",""
"021","021","QR_CODE","1480287961804","28 Nov 2016 10:06:01",""
"020","020","QR_CODE","1480287959320","28 Nov 2016 10:05:59",""
"019","019","QR_CODE","1480287956641","28 Nov 2016 10:05:56",""
"018","018","QR_CODE","1480287953737","28 Nov 2016 10:05:53",""
"017","017","QR_CODE","1480287950145","28 Nov 2016 10:05:50",""
"016","016","QR_CODE","1480287947138","28 Nov 2016 10:05:47",""
"015","015","QR_CODE","1480287944096","28 Nov 2016 10:05:44",""
"014","014","QR_CODE","1480287941664","28 Nov 2016 10:05:41",""
"013","013","QR_CODE","1480287938601","28 Nov 2016 10:05:38",""
"012","012","QR_CODE","1480287934797","28 Nov 2016 10:05:34",""
"011","011","QR_CODE","1480287931787","28 Nov 2016 10:05:31",""
