1,63852.0944036514,-13561.6177758844,0
2,62985.8535853057,-11830.4604439369,0
3,62985.8535853057,-9830.46044393688,0
4,62985.8535853057,-7830.46044393688,0
5,62985.8535853057,-5830.46044393688,0
6,62985.8535853057,-3830.46044393688,0
7,62985.8535853057,-1830.46044393689,0
8,62985.8535853057,169.539556063111,0
9,62985.8535853057,2169.53955606311,0
10,62985.8535853057,4169.53955606311,0
11,62985.8535853057,6169.53955606311,0
12,62985.8535853057,8169.5395560631,0
13,62985.8535853057,10169.5395560631,0
14,62985.8535853057,12169.5395560631,0
15,62985.8535853057,14169.5395560631,0
16,62984.0662996687,17704.6262154663,0
17,62981.5654960996,19852.548247191,0
18,62811.0092871831,22277.1907126501,0
19,63017.1963274332,24414.0382206974,0
20,63073.4291565924,26475.9086231991,0
21,63080.1218001569,28752.3600957547,0
22,63210.3027877304,30846.7337553167,0
23,63746.0138072811,32020.8218082197,0
24,60639.1658344633,32229.027829836,0
34,59582.0469245542,33503.9386721206,0
35,60516.3704125986,30669.985488309,0
36,57717.3552172125,29791.7523343934,0
37,56224.8570450565,29848.8570450565,0
38,54224.8570450565,29848.8570450565,0
39,53236.0354133256,28532.3617229628,0
40,52224.8570450565,29848.8570450565,0
41,50388,30012,0
42,50388,32012,0
43,49238.689127393,34049,0
44,47132.211812929,34049,0
45,45204.0173236466,34049,0
46,43439.9497160041,34049,0
47,41563.0448772341,34049,0
48,39757.9455491816,34049,0
50,37913.887236514,34042.3959421473,0
51,37929.0701003869,31886.429272186,0
52,37913.887236514,29882.2912409543,0
53,37989.8015558788,27665.5931155011,0
54,38050.5330113707,25585.5407649046,0
55,38050.5330113707,23778.7799640215,0
56,38065.7158752436,21637.9961579331,0
57,38080.8987391166,20104.5269067634,0
58,39275.240903204,18330.0696389188,0
62,43275.240903204,18330.0696389188,0
63,45048.3711116135,19620.3533997625,0
64,47311.1690328256,19332.4981069752,0
65,47311.1690328256,21332.4981069752,0
66,47311.1690328256,23332.4981069752,0
67,46448.6398892139,25319.7572470745,0
68,46147.0783533279,27081.5164567273,0
69,46147.0783533279,29081.5164567273,0
70,46111.2452629988,31856.7994308463,0
72,42623.8605282878,29848.8570450565,0
73,40623.8605282878,29848.8570450565,0
74,40448.6398892139,25319.7572470745,0
75,42448.6398892139,25319.7572470745,0
76,44448.6398892139,25319.7572470745,0
77,49604.5313308947,25491.4048747074,0
78,51781.5710909882,25373.7270498375,0
79,53236.0354133256,25319.7572470745,0
80,53241.8582987339,27123.4072193636,0
81,50388,27914.8570450565,0
82,53236.0354133256,23362.3988902799,0
83,53029.2231172717,20814.5603192054,0
84,53165.8688921284,19068.5309738141,0
85,54334.9494103468,22014.0065651698,0
86,52648.7929863068,16273.203978638,0
87,55216.751444541,15834.7281373694,0
88,57716.7642446534,15727.6948475096,0
89,57679.2756918807,14490.5726060086,0
90,57679.174220141,11996.246780703,0
91,57709.539947887,10037.6573410903,0
94,57992.6954939297,6686.88091439408,0
96,57809.4417525637,4521.66785721927,0
97,58175.5969554503,3483.80992235131,0
98,58100.6198499047,1553.14945455424,0
99,58094.1374900327,-403.537588136892,0
100,58091.5985201024,-2610.21195643525,0
101,58139.6302595868,-4186.79560820042,0
102,55739.0135317852,-4508.1332602692,0
103,52583,-3520.27379415357,0
104,52583,-1257,0
105,50846.2737941536,-1257,0
106,49112.9033078541,-1483.42237819827,0
107,47339.6823045165,-1682.69865412595,0
108,47359.6450762946,-3670.61231637818,0
109,47332.1970511481,-5888.32732899742,0
110,47311.1690328256,-7509.10960761571,0
111,47311.1690328256,-9509.10960761571,0
112,45552.285544846,-9120.86204019883,0
113,43242.7549464144,-9120.86204019883,0
114,42266.1449272813,-12365.0028644265,0
115,42205.4134717895,-10406.4134248137,0
116,41768.0004395024,-13817.2612006511,0
117,39768.0004395024,-13817.2612006511,0
118,39052.6424149293,-8436.84406386377,0
119,49728,-9120.86204019883,0
120,38529.5723578348,-16987.6312567295,0
121,40529.5723578348,-16987.6312567295,0
122,42529.5723578348,-16987.6312567295,0
123,44529.5723578348,-16987.6312567295,0
124,43768.0004395024,-13817.2612006511,0
125,45768.0004395024,-13817.2612006511,0
126,47311.1690328256,-13509.1096076157,0
127,49247.4713741315,-13732.2578694583,0
128,50765.7577614282,-13884.086508188,0
129,52420.2766431075,-13790.0627292843,0
130,54147.0617134189,-17674.6319401939,0
131,55996.8430773465,-17683.3477173475,0
132,54705.5369849701,-11869.8022484918,0
133,53440.1602406601,-10428.4485679548,0
134,53837.394547115,-9057.78236081171,0
135,52251.1739953459,-7442.15099018077,0
136,52583,-5735.90036768378,0
137,37712.6452011423,-15898.9538699867,0
138,37661.7221960525,-13476.3926653225,0
139,37781.3011055712,-12129.1276065255,0
140,37871.6835467701,-10191.2800422784,0
141,38020.7433572496,-7496.46025731475,0
142,38020.7433572496,-5496.46025731475,0
143,38020.7433572496,-3496.46025731475,0
144,38020.7433572496,-1496.46025731476,0
145,38270.8951878597,1481.51392533179,0
146,42138.3660519041,1729.11267848836,0
147,42048.3009527286,322.610410073819,0
148,42249.7893544757,-815.50529386598,0
149,42253.6852415106,-2644.08589050766,0
150,45391,-938,0
151,47304.2722450939,431.659272671151,0
152,47303.5336351312,2434.51962779952,0
153,47311.1690328256,4490.89039238428,0
154,47285.4047111758,6489.77921496389,0
155,46127.2783977184,6470.4771097396,0
156,44825.4231492369,6490.33779021568,0
157,42771.6371531406,6453.44343100437,0
158,38875.4415165084,6455.44925149594,0
159,36875.4415165083,6455.44925149594,0
160,37113.332154467,8324.31273114128,0
161,37113.332154467,10324.3127311413,0
162,37113.332154467,12324.3127311413,0
163,37113.332154467,14324.3127311413,0
164,38065.7158752436,18358.4975613722,0
168,48675.5828633095,8471.53322054883,0
169,47263.9768638415,9929.42138393389,0
170,47311.1690328256,13332.4981069752,0
171,47311.1690328256,15332.4981069752,0
172,47311.1690328256,17332.4981069752,0
175,50958.3219828126,15964.5767455623,0
176,48995.0000000009,15890.6711261369,0
177,49423.2021487573,11946,0
178,51423.2021487573,11946,0
179,53423.2021487573,11946,0
180,55423.2021487573,11946,0
181,60687.9248542547,11862.0819372449,0
182,60618.5016083792,13736.5095758828,0
