"046","046","QR_CODE","1480042865005","25/11/2016 2:01:05 PM",""
"045","045","QR_CODE","1480042861250","25/11/2016 2:01:01 PM",""
"044","044","QR_CODE","1480042853845","25/11/2016 2:00:53 PM",""
"071","071","QR_CODE","1480042847100","25/11/2016 2:00:47 PM",""
"070","070","QR_CODE","1480042841599","25/11/2016 2:00:41 PM",""
"069","069","QR_CODE","1480042835478","25/11/2016 2:00:35 PM",""
"068","068","QR_CODE","1480042829433","25/11/2016 2:00:29 PM",""
"067","067","QR_CODE","1480042820744","25/11/2016 2:00:20 PM",""
"066","066","QR_CODE","1480042814422","25/11/2016 2:00:14 PM",""
"065","065","QR_CODE","1480042809718","25/11/2016 2:00:09 PM",""
"064","064","QR_CODE","1480042805113","25/11/2016 2:00:05 PM",""
"172","172","QR_CODE","1480042796007","25/11/2016 1:59:56 PM",""
"171","171","QR_CODE","1480042790511","25/11/2016 1:59:50 PM",""
"170","170","QR_CODE","1480042783331","25/11/2016 1:59:43 PM",""
"169","169","QR_CODE","1480042777060","25/11/2016 1:59:37 PM",""
"168","168","QR_CODE","1480042769798","25/11/2016 1:59:29 PM",""
"154","154","QR_CODE","1480042764606","25/11/2016 1:59:24 PM",""
"230","230","QR_CODE","1480042752513","25/11/2016 1:59:12 PM",""
"231","231","QR_CODE","1480042746820","25/11/2016 1:59:06 PM",""
"232","232","QR_CODE","1480042737795","25/11/2016 1:58:57 PM",""
"094","094","QR_CODE","1480042731282","25/11/2016 1:58:51 PM",""
"096","096","QR_CODE","1480042725747","25/11/2016 1:58:45 PM",""
"201","201","QR_CODE","1480042708905","25/11/2016 1:58:28 PM",""
"202","202","QR_CODE","1480042704519","25/11/2016 1:58:24 PM",""
"203","203","QR_CODE","1480042699035","25/11/2016 1:58:19 PM",""
"204","204","QR_CODE","1480042693798","25/11/2016 1:58:13 PM",""
"205","205","QR_CODE","1480042687759","25/11/2016 1:58:07 PM",""
"206","206","QR_CODE","1480042681677","25/11/2016 1:58:01 PM",""
"207","207","QR_CODE","1480042676235","25/11/2016 1:57:56 PM",""
"208","208","QR_CODE","1480042670926","25/11/2016 1:57:50 PM",""
"221","221","QR_CODE","1480042665723","25/11/2016 1:57:45 PM",""
"220","220","QR_CODE","1480042659956","25/11/2016 1:57:39 PM",""
"219","219","QR_CODE","1480042652682","25/11/2016 1:57:32 PM",""
"218","218","QR_CODE","1480042649062","25/11/2016 1:57:29 PM",""
"217","217","QR_CODE","1480042643887","25/11/2016 1:57:23 PM",""
"216","216","QR_CODE","1480042639709","25/11/2016 1:57:19 PM",""
"215","215","QR_CODE","1480042632846","25/11/2016 1:57:12 PM",""
"214","214","QR_CODE","1480042628923","25/11/2016 1:57:08 PM",""
"209","209","QR_CODE","1480042610793","25/11/2016 1:56:50 PM",""
"211","211","QR_CODE","1480042605091","25/11/2016 1:56:45 PM",""
"132","132","QR_CODE","1480042597958","25/11/2016 1:56:37 PM",""
"129","129","QR_CODE","1480042589845","25/11/2016 1:56:29 PM",""
"128","128","QR_CODE","1480042581602","25/11/2016 1:56:21 PM",""
"127","127","QR_CODE","1480042574889","25/11/2016 1:56:14 PM",""
"126","126","QR_CODE","1480042568731","25/11/2016 1:56:08 PM",""
"125","125","QR_CODE","1480042561767","25/11/2016 1:56:01 PM",""
"116","116","QR_CODE","1480042550566","25/11/2016 1:55:50 PM",""
"114","114","QR_CODE","1480042543266","25/11/2016 1:55:43 PM",""
"115","115","QR_CODE","1480042537822","25/11/2016 1:55:37 PM",""
"243","243","QR_CODE","1480042527703","25/11/2016 1:55:27 PM",""
"239","239","QR_CODE","1480042521964","25/11/2016 1:55:21 PM",""
"240","240","QR_CODE","1480042513700","25/11/2016 1:55:13 PM",""
"148","148","QR_CODE","1480042508045","25/11/2016 1:55:08 PM",""
"147","147","QR_CODE","1480042502526","25/11/2016 1:55:02 PM",""
"237","237","QR_CODE","1480042490929","25/11/2016 1:54:50 PM",""
"238","238","QR_CODE","1480042481457","25/11/2016 1:54:41 PM",""
"234","234","QR_CODE","1480042460687","25/11/2016 1:54:20 PM",""
"155","155","QR_CODE","1480042455449","25/11/2016 1:54:15 PM",""
